cafe_id,afternoon,wait
3,0,3.945335633047558
3,1,2.5655267771962627
3,0,4.932297404392806
3,1,2.845386152731212
3,0,4.709850698842562
3,1,2.0807008857631617
3,0,4.890182194802938
3,1,2.7671274803765673
3,0,4.167813428552922
3,1,2.60286964252133
3,0,5.655928775670247
3,1,3.096255575418477
3,0,4.413286607628617
3,1,2.408344671656861
3,0,4.6157879495729075
3,1,2.5026415320204087
3,0,3.8582034869796837
3,1,2.4212469099465777
3,0,5.038855200045883
3,1,2.993431777157985
3,0,4.307122500826556
3,1,3.021714330298573
3,0,4.258543313404909
3,1,3.236675805236088
3,0,4.396763353835823
3,1,3.2157295226463933
3,0,4.344151735758825
3,1,2.7106037897264446
4,0,2.0329628814883485
4,1,3.2741087226798524
4,0,3.390351128352548
4,1,2.964621459436725
4,0,3.0881765132320855
4,1,1.8212909939225508
4,0,3.3235402076956686
4,1,2.0916344118690615
4,0,3.333806855546068
4,1,1.908142169964184
4,0,2.6235615256777405
4,1,2.22286585162338
4,0,2.726341960681158
4,1,1.2747308077895387
4,0,3.3258871442892897
4,1,2.316998867054672
4,0,4.129779415978758
4,1,1.6162461265570873
4,0,3.8017785496220022
4,1,1.8534849646120204
4,0,4.4344586254539475
4,1,1.8090947696047688
4,0,3.7186648947153778
4,1,2.6381727296813033
4,0,2.711398549984
4,1,2.012270700961466
4,0,3.248935940432607
4,1,1.9589689397214984
4,0,3.7139292994029174
4,1,1.566812217193159
4,0,3.6774046368821094
4,1,2.3340998875782515
4,0,3.0861637908693282
4,1,2.3762655327222255
4,0,3.2497750979214395
4,1,2.820516100177351
4,0,3.7517448799536126
4,1,2.1920822948274723
4,0,3.0182039271005925
4,1,2.514185921574363
5,0,1.6441314547279946
5,1,0.9678583241832674
5,0,2.195554777923672
5,1,0.7278428345078195
5,0,1.8389196766642004
5,1,1.3207995613719676
5,0,2.006562125295029
5,1,1.5836940973992852
5,0,1.517199691656347
5,1,1.4855971167522926
5,0,2.3102370708845186
5,1,1.4299759545208246
5,0,1.9648436998472145
5,1,0.8792810851844147
5,0,2.112828121439971
5,1,0.901514614769388
5,0,1.6296485796807447
5,1,1.8248002620023276
5,0,1.9445374940000724
5,1,1.417129462990825
5,0,1.8063869827743286
5,1,1.098759134532241
5,0,2.7135690380082993
5,1,0.9300153626013493
5,0,0.9118533185719614
5,1,1.054622761251953
5,0,0.8026321351380657
5,1,0.8776129659132038
5,0,1.258919382766274
5,1,-0.6336207544970371
5,0,1.5099788589069112
5,1,1.6042527999567642
5,0,1.4219500704459265
5,1,0.8021811641508436
5,0,1.4357449306686125
5,1,2.0642195308917977
5,0,2.3987408821654297
5,1,0.742395800679801
5,0,1.5481840053845983
5,1,1.700247821761895
6,0,4.286566256250464
6,1,2.9311696575638733
6,0,4.104329901917119
6,1,3.7253882561303064
6,0,3.395298864030414
6,1,2.648112309603087
6,0,4.364642967077813
6,1,2.89916782004359
6,0,3.5549645135197996
6,1,3.1944282414039367
6,0,4.005269139565584
6,1,2.8564690629872733
6,0,4.216450645702088
6,1,2.7931893089247444
6,0,3.212504044429722
6,1,2.2187746492442275
6,0,3.841252487747625
6,1,2.5638493279400096
6,0,4.523534945159298
6,1,2.9747602454192332
6,0,3.4065438765495695
6,1,3.0368112441420485
6,0,4.6255472786418
6,1,2.6915637017081364
6,0,4.171775092837516
6,1,4.088633498021219
6,0,4.531884273615159
6,1,2.7204476765493206
6,0,3.3337310784037855
6,1,2.6242319995212973
6,0,3.9565022720401615
6,1,2.497211623530915
6,0,3.7687873458278918
6,1,3.722580824302514
6,0,5.063680326367028
6,1,2.9916672962998714
6,0,3.462485045064743
6,1,3.0655657993235774
6,0,4.279377230075453
6,1,2.928679618778314
7,0,3.8570464279898222
7,1,1.7817860439718913
7,0,3.2879861725653052
7,1,2.6514629013919406
7,0,3.5828055837690647
7,1,1.7522033735675238
7,0,4.494447867412277
7,1,2.1765100806976547
7,0,4.718217710618956
7,1,1.8248334084777702
7,0,3.685107216735585
7,1,2.509299554088548
7,0,4.056534246193794
7,1,2.208278090178634
7,0,3.8213620051250117
7,1,1.7993736068943949
7,0,4.277688264612343
7,1,2.6601565266177034
7,0,3.8881147043583484
7,1,2.3044959776163316
7,0,4.399542280828152
7,1,2.262331682704089
7,0,4.775718569779703
7,1,2.237359070568239
7,0,3.005155556737982
7,1,1.7694924653736885
7,0,4.40664617509083
7,1,1.985336320952398
7,0,3.713174093797155
7,1,2.448242690642846
7,0,3.3641064193192225
7,1,2.78732034686362
7,0,4.178187108503483
7,1,1.6242985480268985
7,0,3.8282211202604675
7,1,2.97057338346419
7,0,4.410583948931027
7,1,1.9784462035984132
7,0,3.1195359420543864
7,1,2.350462150772693
8,0,3.7648001673383957
8,1,2.9186449018051683
8,0,4.0925454982696685
8,1,2.5866140946382474
8,0,3.4777171698672253
8,1,1.6742866757880748
8,0,4.263783607239279
8,1,2.115721788466804
8,0,3.2625005278653854
8,1,1.8538645164018082
8,0,3.3837993053670994
8,1,2.12163861586678
8,0,3.879443653790431
8,1,1.8223079339825587
8,0,4.182764707971991
8,1,1.7966901745161021
8,0,3.280453458903619
8,1,2.2665996743543984
8,0,4.178644222819096
8,1,2.3758974891198976
8,0,2.5041270881835933
8,1,1.0639723518827735
8,0,3.0811521062999203
8,1,2.6438230326930903
8,0,3.424077854079757
8,1,1.7927215525430045
8,0,3.746402708562513
8,1,1.5972237533873916
8,0,4.01589082493812
8,1,2.8231040416662467
8,0,2.89132009314458
8,1,2.3616562942705834
8,0,4.419381042485147
8,1,1.9213379296092812
8,0,3.942047259893128
8,1,2.491430950876928
8,0,4.849726983583704
8,1,1.2750582905420798
8,0,4.046238667174438
8,1,2.369560716021275
9,0,3.4461288655158913
9,1,3.9718980913353534
9,0,4.078820072475663
9,1,3.4890733169260764
9,0,3.5613555526515057
9,1,3.4942859067846204
9,0,3.5080932592471297
9,1,2.867669317442843
9,0,4.114147098711818
9,1,2.857313813605754
9,0,3.909214481459018
9,1,3.4595544130409706
9,0,2.927796242899085
9,1,3.2194916520939643
9,0,3.6069534106466135
9,1,3.562565668689199
9,0,3.6078693906451345
9,1,3.502412209935733
9,0,4.11018952706347
9,1,2.8357848980494333
9,0,4.922290702997171
9,1,3.55141917028773
9,0,4.311897674539627
9,1,3.3913697024276734
9,0,4.692356061781689
9,1,3.679917380019945
9,0,4.2365672927489335
9,1,2.6120042748874397
9,0,3.468561198576525
9,1,2.826058788569219
9,0,3.66030852528807
9,1,3.0577549117127694
9,0,3.4982933377111243
9,1,3.3216672423191898
9,0,4.0275913814119235
9,1,1.6031604401665225
9,0,3.568197623980517
9,1,3.209371232471712
9,0,3.102918538626332
9,1,2.7776617850836476
10,0,3.232550463201247
10,1,3.0218694725698483
10,0,2.7299436219509183
10,1,2.3292309211126443
10,0,3.6966012153118815
10,1,2.4309570481081573
10,0,3.2783945223870052
10,1,3.790638744804583
10,0,3.1925295098448294
10,1,1.7968151951831741
10,0,3.984912752028806
10,1,2.364788420110571
10,0,2.959139128183544
10,1,3.1245861927123797
10,0,3.4510002986662003
10,1,3.909953982344166
10,0,3.2405402154226053
10,1,2.884645570003003
10,0,3.483362723210615
10,1,1.8925427836740152
10,0,3.432368229003923
10,1,3.6892791557803486
10,0,3.6899322490355253
10,1,2.1917382282236293
10,0,3.5917282380722173
10,1,2.727719198169868
10,0,3.811108176758847
10,1,2.0833193823755436
10,0,3.7552747070631662
10,1,3.1060590434444495
10,0,2.993551843607818
10,1,2.0294422924654807
10,0,3.6008827809189734
10,1,2.9329744084582567
10,0,4.322074905893725
10,1,3.025559202069348
10,0,4.121389588567389
10,1,3.6902146211565254
10,0,3.9853066817021254
10,1,3.0454674268602586
11,0,2.0458237221107436
11,1,0.869603817079721
11,0,2.245870400832496
11,1,2.052227427588322
11,0,2.607801208854998
11,1,1.799103368334349
11,0,2.923559217513005
11,1,1.4803928675109173
11,0,3.187077314485758
11,1,1.616036047131898
11,0,2.5134169387397014
11,1,1.3547033757619573
11,0,2.202450784396649
11,1,1.6099069530692787
11,0,2.1702502406004265
11,1,1.6192926342192218
11,0,1.5535161002706364
11,1,1.9604917702765667
11,0,1.665772755972215
11,1,1.8360228249974573
11,0,2.049380619504022
11,1,1.0044609395421435
11,0,2.4713565550816607
11,1,0.9193272552364158
11,0,3.2098292463834373
11,1,1.9095042586882407
11,0,2.7092653584851805
11,1,0.8520502635140843
11,0,2.5436846757511287
11,1,1.149340854110168
11,0,2.9230584513558955
11,1,1.4914621369893732
11,0,0.7254025973174669
11,1,1.505313974855431
11,0,2.1067821232953783
11,1,2.219922333623353
11,0,2.2684735288793063
11,1,1.7902479489604346
11,0,2.5086850312542515
11,1,1.9317396663829298
12,0,4.19786346726724
12,1,2.3698538566849154
12,0,3.698570319353469
12,1,2.559096564608945
12,0,3.0903004131598664
12,1,2.340583687206843
12,0,3.789158316002961
12,1,2.037397771279009
12,0,4.53847241693773
12,1,2.6800736166302337
12,0,3.744887684930741
12,1,2.277417423894222
12,0,3.8240494990654796
12,1,2.0998350337308436
12,0,4.9649788721895725
12,1,2.509552652014281
12,0,3.6178058519333454
12,1,3.145018363306797
12,0,4.0875491546501586
12,1,1.356289066018407
12,0,4.117147113256085
12,1,2.5998233981673913
12,0,4.774418437686301
12,1,2.50256975018441
12,0,3.512201704094748
12,1,2.3017127950457392
12,0,5.029246516523447
12,1,3.0118039623436443
12,0,3.895721896337364
12,1,2.923291574624703
12,0,4.5702802213037605
12,1,1.8324087915099518
12,0,4.681064544516616
12,1,1.938798025062504
12,0,4.504967169021596
12,1,2.6845962708512925
12,0,4.483762203322128
12,1,2.2803783276993572
12,0,3.726295095100336
12,1,2.9329437862172516
13,0,4.045375398619312
13,1,1.8083474376458455
13,0,6.0012190159253365
13,1,1.9625276044844457
13,0,5.164882073465655
13,1,1.828491454015961
13,0,4.567092798048634
13,1,2.152642133605013
13,0,3.5250012441644225
13,1,2.324449361180467
13,0,5.242900488823152
13,1,2.609335097800455
13,0,4.467549960007705
13,1,2.1979283325680044
13,0,3.7966372309697127
13,1,2.3940825780011825
13,0,3.916766830716179
13,1,2.650231538443749
13,0,4.454857723842808
13,1,3.171158281018477
13,0,3.8315141000014985
13,1,2.3979725874308104
13,0,4.030681881536233
13,1,2.6220325386982095
13,0,4.8753617597719225
13,1,2.196583599436347
13,0,3.836360832640949
13,1,1.9348696271914148
13,0,4.913149589588736
13,1,2.7929244639793094
13,0,3.451146149692793
13,1,2.2350837845574114
13,0,4.6813526701017025
13,1,3.3713373937410682
13,0,4.278431590239056
13,1,2.2212846219503963
13,0,4.377931460447508
13,1,1.921299156483624
13,0,3.3857962281070635
13,1,2.488012912700288
14,0,3.5496180772567136
14,1,1.868018268010779
14,0,2.6982408787768732
14,1,2.0548524218684165
14,0,3.710088547893541
14,1,2.3208279835346928
14,0,4.300283574044921
14,1,2.5894609364252896
14,0,2.982978881801694
14,1,1.6710047849998575
14,0,3.7405971312330135
14,1,2.3432184792786703
14,0,3.166458832856645
14,1,0.6688252471741192
14,0,2.9646549726223843
14,1,1.7377561492324447
14,0,3.022302661622524
14,1,2.2726866496498075
14,0,3.0492428927128925
14,1,1.8421470490587677
14,0,3.1076970298119364
14,1,1.5576611206340565
14,0,4.0144424967989885
14,1,1.7405512059730726
14,0,3.5260559603374904
14,1,2.158344382092648
14,0,3.7328093287617072
14,1,2.220245081048626
14,0,3.6493771521015277
14,1,2.3985805683895745
14,0,3.34146064154064
14,1,2.8121041153460142
14,0,3.592993140519273
14,1,2.1618851900680385
14,0,3.367140531543859
14,1,2.453814829680856
14,0,3.3390253902402107
14,1,2.061040301932408
14,0,3.437380534097221
14,1,2.0395720749933792
15,0,5.04683444178712
15,1,2.997072706742817
15,0,5.214369252809812
15,1,1.4422461927082375
15,0,4.452826767666698
15,1,2.4132849155933664
15,0,4.531028324117726
15,1,3.07190469098052
15,0,4.44545512546387
15,1,2.2592128884330167
15,0,3.8801705137700324
15,1,3.3942896161861738
15,0,3.9485140798977225
15,1,2.0169006245233283
15,0,3.780648967782308
15,1,2.3185312687139437
15,0,4.3889731666232725
15,1,3.1622323718859047
15,0,4.626723196188245
15,1,1.900997883167809
15,0,3.9453077754688155
15,1,2.558165034665589
15,0,5.1392020491912245
15,1,2.690467935681126
15,0,5.0307270800478845
15,1,3.7833662978853737
15,0,3.8810740315281484
15,1,2.902521681080532
15,0,3.8640922748852202
15,1,3.185126761304827
15,0,4.267475832060671
15,1,2.3682814699945007
15,0,4.56893187761021
15,1,2.9924557935422222
15,0,5.522732069085659
15,1,2.768350500052415
15,0,4.631501753630528
15,1,2.579238267121737
15,0,4.423472985247934
15,1,1.7091993724558934
16,0,2.756355188311505
16,1,3.0325120547382367
16,0,3.623417551768971
16,1,2.7893388057709676
16,0,3.6426147670320552
16,1,2.677206127340827
16,0,4.162377726193744
16,1,2.3150388819467995
16,0,2.3192899235006044
16,1,3.304731144795231
16,0,3.2156128864450717
16,1,1.9386943887226478
16,0,2.7802771774689
16,1,2.0183638231995227
16,0,3.6777654919500233
16,1,2.0379250296349474
16,0,2.840963666521889
16,1,2.367636875948197
16,0,3.7904907840828375
16,1,3.239080283275293
16,0,3.6247820108150437
16,1,1.532114661015066
16,0,3.263298177252804
16,1,2.1309864786858563
16,0,3.8403071379293374
16,1,2.5768968146687725
16,0,3.0745405104352725
16,1,1.9696365126053186
16,0,3.9331968758727602
16,1,1.5184289469116568
16,0,3.957765973799772
16,1,2.5152869346324644
16,0,3.094435653567171
16,1,2.497517535138898
16,0,4.221137304153896
16,1,2.671650444916216
16,0,2.0000777390907376
16,1,2.049297237274734
16,0,4.447037847884748
16,1,1.332043501967111
17,0,3.9027039074450625
17,1,3.424099684233949
17,0,4.204118334186543
17,1,3.204122527604729
17,0,4.100022860328647
17,1,4.659536397755093
17,0,2.820416221972553
17,1,4.123141440615518
17,0,5.521486084583799
17,1,2.9958094337491534
17,0,4.421928328737755
17,1,3.57336666988133
17,0,3.155639367943492
17,1,3.2404831749218426
17,0,4.079876993605415
17,1,3.4016214004597507
17,0,5.3991467102842305
17,1,4.100215582369069
17,0,5.043657147880303
17,1,4.404568685806731
17,0,3.99615277139524
17,1,3.5791034603607357
17,0,4.806757445541978
17,1,2.8305462108436354
17,0,4.205709180089256
17,1,3.1808095924245507
17,0,3.6046396681903774
17,1,3.579589945307764
17,0,4.575773536649943
17,1,2.911436204749339
17,0,4.43382939334553
17,1,3.4455134906235885
17,0,3.7308888740527415
17,1,2.976981777664441
17,0,4.678173776100967
17,1,2.754286586574792
17,0,4.446758049884967
17,1,3.1883588945976618
17,0,4.8782182599663475
17,1,3.440084255581791
18,0,5.465766851679428
18,1,4.6727600988855205
18,0,6.12415402088819
18,1,4.743325511139289
18,0,5.083763919905877
18,1,4.6177075323484615
18,0,5.467712381193968
18,1,5.130132865561822
18,0,6.588467218078691
18,1,4.1656136829455646
18,0,6.169829866978921
18,1,4.851494872864813
18,0,5.780948602854261
18,1,4.904191413217145
18,0,6.597012200927822
18,1,4.270884166720128
18,0,6.008661854036746
18,1,5.405049213247356
18,0,5.411288149443904
18,1,4.989326763878002
18,0,6.035295365788343
18,1,4.328963788256097
18,0,5.132393019630368
18,1,4.302783106434953
18,0,6.684051789875607
18,1,4.649305205956142
18,0,5.429713113881528
18,1,4.869573662960876
18,0,4.902597449576437
18,1,4.804036453533965
18,0,5.925181252102058
18,1,4.21293473570615
18,0,5.917940068067757
18,1,4.072169277500318
18,0,6.258316090071702
18,1,4.912144191511165
18,0,6.195934780277942
18,1,4.660458214871051
18,0,6.160248592703997
18,1,4.295049209472018
19,0,4.2677373394476055
19,1,2.207689806050874
19,0,3.6407433066485213
19,1,2.979926923554112
19,0,3.9263542978240658
19,1,2.7995081912215625
19,0,3.5479060936219207
19,1,2.2930156310965946
19,0,2.4849414611527503
19,1,2.863108664858382
19,0,2.495665004893623
19,1,3.271856137143387
19,0,3.7841875729148495
19,1,3.494610375265793
19,0,3.4644369676735507
19,1,3.47874572874117
19,0,4.016864890215362
19,1,3.058470186107889
19,0,3.8421249223161786
19,1,3.2252443781962254
19,0,3.970962412343285
19,1,2.362051999778158
19,0,3.468125818544234
19,1,2.8255824576341237
19,0,3.580433656585784
19,1,3.346342878333556
19,0,3.81033202210169
19,1,2.856783052352292
19,0,3.4898699160625
19,1,3.396269329548341
19,0,3.6848081312257293
19,1,3.2972849172523953
19,0,3.0950057307033982
19,1,2.8657220113580215
19,0,2.5785869395428502
19,1,2.9702888006183046
19,0,3.2521956885039307
19,1,3.5834494074443177
19,0,2.776634988714859
19,1,3.7533104816179907
20,0,3.6561158237198947
20,1,2.2607013069003234
20,0,4.496580973356515
20,1,2.711002312716799
20,0,3.509700135288066
20,1,3.122752977570929
20,0,3.6072854754609915
20,1,1.9982804282920048
20,0,4.705545444248954
20,1,2.7444459846184897
20,0,3.7990806696588617
20,1,2.069700157970466
20,0,3.2388987533210267
20,1,2.707586978916278
20,0,3.42065341604798
20,1,3.229827000187338
20,0,4.3160758499553005
20,1,2.9952371669729843
20,0,4.568288790771113
20,1,2.8472835769561313
20,0,4.407495048198806
20,1,3.295474714176704
20,0,4.611613739020715
20,1,3.0326817083495134
20,0,3.1876762703411714
20,1,3.117314091790811
20,0,4.3798797020089
20,1,2.445426254708816
20,0,4.366317329080225
20,1,2.4397685443288486
20,0,4.12992004728085
20,1,3.75504270670981
20,0,3.7335604417566093
20,1,2.1221325941520637
20,0,2.4725007555993126
20,1,2.9267987135582456
20,0,3.840883449970519
20,1,2.9668568523153436
20,0,3.883424990460928
20,1,2.7447071734492687
