ID,response,tasktype,item,group,taskident,gramm
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,19,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,18,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,7,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,39,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,23,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,29,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,17,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,26,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,30,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,23,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,4,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,18,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,40,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,26,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,13,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,33,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,32,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,13,immersion,1,G
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,9,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,6,immersion,1,U
00265018-0164-4417-8664-6eedd7839004.txt,1,sGJT,19,immersion,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,39,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,36,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,2,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,26,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,9,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,14,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,18,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,30,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,7,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,40,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,20,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,25,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,10,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,22,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,3,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,3,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,21,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,28,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,21,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,31,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,15,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,13,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,9,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,13,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,16,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,32,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,28,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,10,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,38,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,33,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,30,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,1,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,5,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,24,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,34,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,32,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,27,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,29,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,1,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,12,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,2,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,12,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,31,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,11,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,16,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,19,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,7,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,40,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,8,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,23,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,18,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,19,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,37,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,33,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,4,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,17,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,27,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,29,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,37,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,24,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,23,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,6,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,6,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,25,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,34,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,8,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,5,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,38,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,35,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,39,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,36,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,0,sGJT,26,native,1,G
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,11,native,1,U
04f9b338-5c6e-47da-9257-32234505c9ba.txt,1,sGJT,35,native,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,24,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,25,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,12,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,14,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,31,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,6,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,10,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,26,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,36,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,34,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,1,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,23,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,1,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,33,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,20,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,18,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,37,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,7,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,19,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,4,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,30,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,3,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,29,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,36,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,27,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,13,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,25,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,11,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,33,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,28,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,34,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,9,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,39,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,28,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,17,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,5,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,14,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,32,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,38,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,26,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,20,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,3,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,23,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,21,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,2,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,22,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,16,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,19,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,24,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,32,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,18,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,10,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,22,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,8,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,0,sGJT,15,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,39,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,21,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,11,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,30,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,35,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,8,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,31,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,15,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,4,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,17,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,35,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,2,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,38,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,16,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,40,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,12,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,5,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,29,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,9,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,6,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,7,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,40,immersion,1,G
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,37,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,27,immersion,1,U
0ab92491-3f45-4510-931f-b50f1db260ff.txt,1,sGJT,13,immersion,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,16,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,37,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,33,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,13,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,24,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,36,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,17,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,8,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,35,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,26,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,33,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,29,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,31,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,34,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,23,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,14,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,21,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,8,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,7,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,10,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,28,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,20,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,18,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,31,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,26,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,25,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,40,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,24,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,22,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,6,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,27,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,35,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,4,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,37,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,5,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,39,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,30,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,10,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,21,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,40,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,30,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,4,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,15,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,11,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,32,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,12,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,2,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,9,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,34,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,29,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,18,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,16,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,38,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,1,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,17,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,36,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,25,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,32,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,11,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,27,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,3,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,9,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,22,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,13,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,14,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,39,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,15,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,20,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,6,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,12,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,1,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,7,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,2,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,28,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,5,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,19,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,1,sGJT,38,classroom,1,G
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,23,classroom,1,U
0bb95291-81d9-409d-9af2-27773224bef9.txt,0,sGJT,3,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,1,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,35,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,29,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,40,classroom,1,G
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,34,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,0,sGJT,19,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,2,classroom,1,U
0be0fad6-c464-4f26-aeba-c671e3e0f840.txt,1,sGJT,21,classroom,1,U
